Country (or dependency)	Population (2020)	Yearly Change %	Net Change	Density (P/Km²)	Land Area (Km²)	Migrants (net)	Fert. Rate	Med. Age	Urban Pop %	World Share %
China	1439323776	0.39	5540090	153.0	9388211.0	-348399.0	1.7	38.0	61.0	18.47
